"","season","episode_num_in_season","episode_num_overall","Episode","patients_name","medical_diagnosis","icd_code","category","organs_affected","directed_by","written_by","us_viewers","original_air_date","imdb_rating","total_votes","description"
"171",6,6,116,"Brave Heart","Donny Compson","Cerebral aneurysm, nonruptured","I671","VASCULAR","NS","Matt Shakman","Lawrence Kaplow",11650000,"19 Oct. 2009",8.5,2070,"A cop believes, he's genetically doomed to die of heart failure at 40 (next week), so he takes big risks at work, landing him with Cameron. She gets House to look at him."
"172",6,7,117,"Known Unknowns","Jordan","Disorders of iron metabolism","E831","METABOLIC","LIVER, BV","Greg Yaitanes","Matthew V. Lewis & Doris Egan",13310000,"9 Nov. 2009",8.3,2043,"A teenage girl is brought to the hospital with severely swollen appendages after a wild night out."
"173",6,7,117,"Known Unknowns","Jordan","Vibrio vulnificus as the cause of diseases classified to other chapters","B981","INFECTIOUS","GI","Greg Yaitanes","Matthew V. Lewis & Doris Egan",13310000,"9 Nov. 2009",8.3,2043,"A teenage girl is brought to the hospital with severely swollen appendages after a wild night out."
"174",6,8,118,"Teamwork","Hank Hardwick","Crohn disease [regional enteritis]","K50","AUTOIMMUNE","GI","David Straiton","Eli Attie",12670000,"16 Nov. 2009",8.2,2038,"After House's medical license is reinstated, he reclaims his role as Head of Diagnostics in time to treat Hank Hardwick, an adult film star admitted to Princeton Plainsboro for pulsating eye pain. Meanwhile, Cuddy is reminded that the hospial is not conducive to healthy personal relationships, and House angles to form a dream team."
"175",6,8,118,"Teamwork","Hank Hardwick","Crohn disease [regional enteritis]","K50","GASTRO","GI","David Straiton","Eli Attie",12670000,"16 Nov. 2009",8.2,2038,"After House's medical license is reinstated, he reclaims his role as Head of Diagnostics in time to treat Hank Hardwick, an adult film star admitted to Princeton Plainsboro for pulsating eye pain. Meanwhile, Cuddy is reminded that the hospial is not conducive to healthy personal relationships, and House angles to form a dream team."
"176",6,9,119,"Ignorance Is Bliss","James Sidas","Congenital malformations of spleen","Q890","OBSGYN","SPLEEN","Greg Yaitanes","David Hoselton",11950000,"23 Nov. 2009",8.3,2012,"A man with IQ 178 works as courier and collapses in a bookstore. House is still playing his games for Cuddy's attention. Chase punches him."
"177",6,9,119,"Ignorance Is Bliss","James Sidas","Thrombotic microangiopathy","M311","CONNECTIVE","BV","Greg Yaitanes","David Hoselton",11950000,"23 Nov. 2009",8.3,2012,"A man with IQ 178 works as courier and collapses in a bookstore. House is still playing his games for Cuddy's attention. Chase punches him."
"178",6,10,120,"Wilson","Tucker","Acute lymphoblastic leukaemia [ALL]","C910","NEOPLASTIC","BONE MARROW","Lesli Linka Glatter","David Foster",13240000,"30 Nov. 2009",8.9,2620,"When an old friend and former patient of Wilson's experiences paralysis in his right arm, Wilson puts himself on the case. House wagers Wilson that the patient's symptoms result from new cancer cells. Wilson accepts even though he is reluctant to believe the cancer has returned. With the help of the team, Wilson works to find a more optimistic diagnosis, but when things take a turn for the worse, and Wilson must address his inability to separate patient from friend. Meanwhile, Cuddy seeks advice in her search for real estate."
"179",6,11,121,"The Down Low","Mickey","Other specified diseases of pulmonary vessels","I288","VASCULAR","BV, LUNGS","Nick Gomez","Sara Hess & Liz Friedman",12250000,"11 Jan. 2010",8.9,2558,"When drug dealer Mickey mysteriously collapses while negotiating a sale, his partner-in-crime, Eddie, accompanies him to Princeton Plainsboro for treatment. But with a major deal pending, Mickey is not forthcoming with the necessary personal information the team needs to treat him. As Mickey's condition worsens, the team resorts to old-fashioned detective work to solve the case. Meanwhile, House and Wilson compete for the affection of a new neighbor, and Chase, Thirteen and Taub attempt to play a practical joke on Foreman."
"180",6,12,122,"Remorse","Valerie","Specific personality disorders","F60","PSYCHIATRIC","NS","Andrew Bernstein","Peter Blake",14210000,"25 Jan. 2010",8.7,2202,"The team takes on the case of Valerie, an attractive female executive experiencing random episodes of excruciating pain. House agrees to take the case based on Valerie's looks, and while treating her, the men on the team are charmed by Valerie's beauty and personality, with Thirteen looking beyond the superficial to try to discover a link to her illness. Meanwhile, House uncharacteristically attempts to alleviate his conscience by reaching out to a former medical school colleague he wronged."
"181",6,12,122,"Remorse","Valerie","Disorders of copper metabolism","E830","METABOLIC","liver","Andrew Bernstein","Peter Blake",14210000,"25 Jan. 2010",8.7,2202,"The team takes on the case of Valerie, an attractive female executive experiencing random episodes of excruciating pain. House agrees to take the case based on Valerie's looks, and while treating her, the men on the team are charmed by Valerie's beauty and personality, with Thirteen looking beyond the superficial to try to discover a link to her illness. Meanwhile, House uncharacteristically attempts to alleviate his conscience by reaching out to a former medical school colleague he wronged."
"182",6,13,123,"Moving the Chains","Daryl","Melanoma in situ, unspecified","D039","NEOPLASTIC","SKIN","David Straiton","Russel Friend & Garrett Lerner",13380000,"1 Feb. 2010",8,1922,"House and the team rush to treat an ailing college football star in time for the patient to compete in NFL tryouts. But when the patient experiences an onslaught of varied and unusual symptoms, the team has trouble reaching a consensus on how to effectively treat him in time. Meanwhile, Foreman's brother Marcus makes a surprise visit to the hospital."
"183",6,13,123,"Moving the Chains","Daryl","Paraneoplastic neuromyopathy and neuropathy","G130","NEUROLOGIC","NS","David Straiton","Russel Friend & Garrett Lerner",13380000,"1 Feb. 2010",8,1922,"House and the team rush to treat an ailing college football star in time for the patient to compete in NFL tryouts. But when the patient experiences an onslaught of varied and unusual symptoms, the team has trouble reaching a consensus on how to effectively treat him in time. Meanwhile, Foreman's brother Marcus makes a surprise visit to the hospital."
"184",6,15,125,"Private Lives","Frankie","Other intestinal malabsorption","K908","GASTRO","GI","Sanford Bookstaver","Doris Egan",12810000,"8 Mar. 2010",8,2016,"House and the team take on the case of an avid blogger admitted with sudden bruising and bleeding. From her hospital bed, the patient blogs about her symptoms, doctors and prospective diagnoses to her dedicated band of followers and solicits their advice on a course of treatment. Such openness leads the team to contemplate the value of privacy, especially after House and Wilson uncover secrets from one another's past. Meanwhile, Chase is coaxed into testing out the dating scene ."
"185",6,16,126,"Black Hole","Abby Nash","Schistosomiasis [bilharziasis]","B65","INFECTIOUS","BV","Greg Yaitanes","Lawrence Kaplow",11370000,"15 Mar. 2010",8,1967,"Physics student and his father, Artie, bring in the kid's lover Abby Nash, who nearly suffocated in foam during a planetarium lecture. The team eliminates everything except an allergy to something in her body. House presses Wilson to buy furniture as a way to express his personality."
"186",6,18,128,"Knight Fall","Sir William","Abuse of non-dependence-producing substances","F55","PSYCHIATRIC","liver","Juan J. Campanella","John C. Kelley",10810000,"19 Apr. 2010",7.9,1905,"At a renaissance festival, a knight fights for the princess's hand. He falls to the ground with red eyes but no wounds. Wilson dates his first ex-wife. House and 13 investigate dressed up at the renaissance festival."
"187",6,19,129,"Open and Shut","Julia","Allergic purpura","D690","ALLERGIC","SKIN","Greg Yaitanes","Liz Friedman & Sara Hess",10850000,"26 Apr. 2010",7.8,1876,"A woman in an open marriage suddenly gets strong belly pain. Taub would like an open marriage. Wilson's new relationship with his ex is shaky."
"188",6,20,130,"The Choice","Ted","Arnold-Chiari syndrome","Q070","OBSGYN","NS","Juan J. Campanella","David Hoselton",9980000,"3 May 2010",8.1,1946,"The team takes on the case of an ailing groom-to-be who harbors undisclosed secrets from a previous relationship. As his fiancée tries to get answers to her many questions, a frustrated team winnows down the possibilities. Meanwhile, House spends extra-curricular time with his Princeton Plainsboro colleagues, performing a karaoke rendition of a Gladys Knight & The Pips classic with Foreman and Chase."
"189",6,21,131,"Baggage","Sidney","Personal history of allergy, other than to drugs and biological substances","Z910","ALLERGIC","liver","David Straiton","Doris Egan & David Foster",9290000,"10 May 2010",8.9,2471,"At therapy with Dr. Nolan, House tells about a cute amnesiac in ER, Wilson throwing him out and his old apartment being a mess after Alvarez broke in."
"190",6,22,132,"Help Me","Hanna","Fat embolism (traumatic)","T791","VASCULAR","BV","Greg Yaitanes","Russel Friend & Garrett Lerner & Peter Blake",11060000,"17 May 2010",9.6,4522,"Cuddy, House and members of the team join forces with a search-and-rescue team to provide much-needed medical attention at the scene of an emergency."
"191",6,22,132,"Help Me","Jay","Cerebral cysts","G930","NEUROLOGIC","NS","Greg Yaitanes","Russel Friend & Garrett Lerner & Peter Blake",11060000,"17 May 2010",9.6,4522,"Cuddy, House and members of the team join forces with a search-and-rescue team to provide much-needed medical attention at the scene of an emergency."
"192",7,1,133,"Now What?","Dr. Richardson","Toxic effect: Toxic effect of contact with other marine animals","T636","METABOLIC","liver","Greg Yaitanes","Doris Egan",10540000,"20 Sep. 2010",8.3,2470,"House and Cuddy are exploring the ramifications of those feelings and attempting to make a real relationship work. Meanwhile, due to a colleague's illness, Princeton Plainsboro is left without a neurosurgeon on site, threatening the hospital's accreditation as a Level 1 Trauma Center. As the team attempts treatment to get their sick colleague back to work, they discover there is more to the illness than they originally suspected and turn to House for direction. Instead, House remains elusive, leaving the team on its own."
"193",7,2,134,"Selfish","Della","Sickle-cell trait","D573","VASCULAR","BV","Dan Attias","Eli Attie",10180000,"27 Sep. 2010",8.6,2166,"When Della, a seemingly healthy and active 14-year-old, suddenly collapses during a skateboarding exhibition, House and his team struggle to diagnose her condition and reassure her parents who already have to cope with their son's terminal illness. After her body rejects a donor lung, and with time running out to save her life, Della's family is left with little hope of securing a new donor and faced with a seemingly impossible decision regarding the fate of both children. Meanwhile, House tries to appease an elderly father and his son at the clinic, and House and ..."
"194",7,3,135,"Unwritten","Alice Tanner","Syringomyelia and syringobulbia","G950","NEUROLOGIC","NS","Greg Yaitanes","John C. Kelley",10780000,"4 Oct. 2010",8.3,1933,"A famous novelist finishes her last novel and gets ready to shoot herself, when she has a seizure. House gives her a 72 hour psych hold to find out what's wrong with her. House and Wilson go on a go-kart double-date."
"195",7,4,136,"Massage Therapy","Margaret McPherson","Schizophrenia","F20","PSYCHIATRIC","NS","David Straiton","Peter Blake",9690000,"11 Oct. 2010",7.9,1831,"When a patient named Margaret McPherson is admitted to Princeton Plainsboro after suffering severe and uncontrollable vomiting, House and the team make unexpected discoveries about her identity as they assess her symptoms. When the symptoms don't improve, the team looks to the patient's medical history to unearth more about her past. Meanwhile, House gives Chase's new hire a cold welcome, and a visit from House's massage therapist forces House and Cuddy to confront the reservations in their relationship."
"196",7,5,137,"Unplanned Parenthood","Abbey","Pulmonary embolism","I26","VASCULAR","LUNG","Greg Yaitanes","David Foster",9650000,"18 Oct. 2010",8.2,1918,"A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one."
"197",7,5,137,"Unplanned Parenthood","Abbey","Secondary malignant neoplasm of lung","C780","NEOPLASTIC","LUNG","Greg Yaitanes","David Foster",9650000,"18 Oct. 2010",8.2,1918,"A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one."
"198",7,5,137,"Unplanned Parenthood","Abbey","Malignant neoplasm: Malignant melanoma of upper limb, including shoulder","C436","NEOPLASTIC","SKIN","Greg Yaitanes","David Foster",9650000,"18 Oct. 2010",8.2,1918,"A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one."
"199",7,5,137,"Unplanned Parenthood","Kayla","Melanoma in situ","D03","NEOPLASTIC","SKIN","Greg Yaitanes","David Foster",9650000,"18 Oct. 2010",8.2,1918,"A newborn baby has problems breathing. House and team run diagnosis. House babysits Cuddy's daughter. Did she eat a dime? Foreman finds a new female doctor for the team. House fires her and Taub has to find a new one."
"200",7,6,138,"Office Politics","Joe Dugan","Acute hepatitis C","B171","INFECTIOUS","liver","Sanford Bookstaver","Seth Hoffman",9630000,"8 Nov. 2010",8.1,1830,"It's election season, and in the midst of a tight campaign, an incumbent New Jersey senator's campaign manager falls ill with liver failure and temporary paralysis. Cuddy pushes House to add a female doctor to his team by hiring brilliant third-year medical student Martha Masters in Thirteen's absence. House and the team are wary of the young doctor's lack of experience and medical perspective, but are forced to give their new by-the-book teammate a chance to prove herself. After the campaigning senator makes a surprising announcement, House and the team look to the ..."
"201",7,7,139,"A Pox on Our House","Julie","Rickettsialpox due to Rickettsia akari","A791","INFECTIOUS","BV","Tucker Gates","Lawrence Kaplow",10770000,"15 Nov. 2010",8.7,2194,"After a 200-year-old medicine jar found on an off-shore shipwreck shatters in a teenage girl's palm, she is admitted to Princeton Plainsboro for symptoms closely linked to smallpox. When the Center for Disease Control's Dr. Dave Broda institutes a lockdown on the hospital and suspends House's team's ability to diagnose, Masters is skeptical about Broda's diagnosis and becomes convinced that the patient is suffering from a different disease. The girl's father soon experiences similar symptoms, and House is forced to make a precarious decision that puts his own life in ..."
"202",7,8,140,"Small Sacrifices","Ramon Silva","Sequelae of malnutrition and other nutritional deficiencies","E64","NUTRITION","GI","Greg Yaitanes","David Hoselton",9240000,"22 Nov. 2010",7.7,1827,"Science and faith are called into question when a patient is admitted to the hospital following his reenactment of the Crucifixion. The patient, Ramon Silva, refuses to undergo the prescribed treatment, and the team learns that after his daughter's cancer was cured, he pledged an oath of self-sacrifice to God. With little time to save Ramon's life, the team struggles to understand his reasoning and seemingly extreme religious convictions, but eventually learn that faith is not an argument. Meanwhile, Taub questions his wife Rachel about her relationship with an ..."
"203",7,8,140,"Small Sacrifices","Ramon Silva","Multiple sclerosis","G35","AUTOIMMUNE","NS","Greg Yaitanes","David Hoselton",9240000,"22 Nov. 2010",7.7,1827,"Science and faith are called into question when a patient is admitted to the hospital following his reenactment of the Crucifixion. The patient, Ramon Silva, refuses to undergo the prescribed treatment, and the team learns that after his daughter's cancer was cured, he pledged an oath of self-sacrifice to God. With little time to save Ramon's life, the team struggles to understand his reasoning and seemingly extreme religious convictions, but eventually learn that faith is not an argument. Meanwhile, Taub questions his wife Rachel about her relationship with an ..."
"204",7,8,140,"Small Sacrifices","Ramon Silva","Multiple sclerosis","G35","NEUROLOGIC","NS","Greg Yaitanes","David Hoselton",9240000,"22 Nov. 2010",7.7,1827,"Science and faith are called into question when a patient is admitted to the hospital following his reenactment of the Crucifixion. The patient, Ramon Silva, refuses to undergo the prescribed treatment, and the team learns that after his daughter's cancer was cured, he pledged an oath of self-sacrifice to God. With little time to save Ramon's life, the team struggles to understand his reasoning and seemingly extreme religious convictions, but eventually learn that faith is not an argument. Meanwhile, Taub questions his wife Rachel about her relationship with an ..."
"205",7,9,141,"Larger Than Life","Jack","Varicella with other complications","B018","INFECTIOUS","SKIN","Miguel Sapochnik","Sara Hess",10520000,"17 Jan. 2011",8.4,1926,"When a woman falls on the subway tracks, Jack jumps down, saves her and faints. Martha finds him in ER. When the hospital uses Taub's photo for promotion, his wife's aroused. House meets Cuddy's mom."
"206",7,10,142,"Carrot or Stick","Driscoll and Landon Parks","Other porphyria","E802","METABOLIC","SKIN","David Straiton","Liz Friedman",10450000,"24 Jan. 2011",8,1801,"A disciplinary training camp drill instructor collapses with back pain. One of the 24 boys joins him in hospital. Someone has access to Chase's social media account and credit card. Cuddy wants Rachel in a good preschool."
"207",7,11,143,"Family Practice","Arlene Cuddy","Toxic effect: Other metals","T568","METABOLIC","liver","Miguel Sapochnik","Peter Blake",12330000,"7 Feb. 2011",8.6,2034,"Cuddy's mom has heart problems and is admitted. Secrets come out about her mom."
"208",7,12,144,"You Must Remember This","Nadia","MacLeod syndrome","J430","RESP","NS, BV","David Platt","Kath Lingenfelter",9860000,"14 Feb. 2011",7.9,1784,"When a waitress with a perfect memory suffers temporary paralysis, her older sister visits her in the hospital, which triggers high stress levels and even more health complications. The patient's sharp memory proves detrimental when a grudge she's been holding against her sibling gets in the way of receiving proper medical treatment, and Masters discovers that patching a broken sisterhood may prove to be more complex than diagnosing the patient. Meanwhile, Foreman volunteers to help Taub prepare for a medical examination, and House, determined to help Wilson get back ..."
"209",7,12,144,"You Must Remember This","Nadia","Obsessive-compulsive disorder","F42","PSYCHIATRIC","NS","David Platt","Kath Lingenfelter",9860000,"14 Feb. 2011",7.9,1784,"When a waitress with a perfect memory suffers temporary paralysis, her older sister visits her in the hospital, which triggers high stress levels and even more health complications. The patient's sharp memory proves detrimental when a grudge she's been holding against her sibling gets in the way of receiving proper medical treatment, and Masters discovers that patching a broken sisterhood may prove to be more complex than diagnosing the patient. Meanwhile, Foreman volunteers to help Taub prepare for a medical examination, and House, determined to help Wilson get back ..."
"210",7,13,145,"Two Stories","Phillip Wright","Foreign body in bronchus","T175","RESP","BRONCHUS","Greg Yaitanes","Thomas L. Moran",10410000,"21 Feb. 2011",8.9,2766,"House entertains a school class on Career Day telling about his patient, a college student, who coughed up his lung. He spices up the story with quotes from movies. He later gets advice from 2 students outside principal's office."
"211",7,14,146,"Recession Proof","Bert Eskey","Non-neuropathic heredofamilial amyloidosis","E850","METABOLIC","NS","S. J. Clarkson","John C. Kelley",11010000,"28 Feb. 2011",7.9,1807,"A man cleans crime scenes after losing his real estate company. His wife doesn't know. He suddenly gets a fit at a restaurant. Masters thinks, he lied about his job. Foreman throws Taub out. Cuddy gets an award."
"212",7,15,147,"Bombshells","Ryan","Staphylococcal infection, unspecified site","A490","INFECTIOUS","NOSE","Greg Yaitanes","Liz Friedman & Sara Hess",11080000,"7 Mar. 2011",8.6,2512,"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness. Sensing the teen's troubled emotional and mental state, Taub turns to the patient's personal life for clues and uncovers disturbing home videos that could put the lives of his peers in danger. Meanwhile, Cuddy remains hopeful that House will be fully present when she needs ..."
"213",7,15,147,"Bombshells","Ryan","Benign neoplasm: Kidney","D300","NEOPLASTIC","REN","Greg Yaitanes","Liz Friedman & Sara Hess",11080000,"7 Mar. 2011",8.6,2512,"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness. Sensing the teen's troubled emotional and mental state, Taub turns to the patient's personal life for clues and uncovers disturbing home videos that could put the lives of his peers in danger. Meanwhile, Cuddy remains hopeful that House will be fully present when she needs ..."
"214",7,15,147,"Bombshells","Cuddy","Personal history of allergy to other antibiotic agents","Z881","ALLERGIC","LYMPH NODE","Greg Yaitanes","Liz Friedman & Sara Hess",11080000,"7 Mar. 2011",8.6,2512,"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness. Sensing the teen's troubled emotional and mental state, Taub turns to the patient's personal life for clues and uncovers disturbing home videos that could put the lives of his peers in danger. Meanwhile, Cuddy remains hopeful that House will be fully present when she needs ..."
"215",7,15,147,"Bombshells","Cuddy","Personal history of allergy to other antibiotic agents","Z881","ALLERGIC","liver","Greg Yaitanes","Liz Friedman & Sara Hess",11080000,"7 Mar. 2011",8.6,2512,"Tension reaches new heights when Cuddy faces sobering news that propels her to reevaluate her priorities. While House is distracted by his concern for Cuddy's well-being, the team treats a teenage patient whose worsening symptoms and suspicious body scars indicate more than just physical illness. Sensing the teen's troubled emotional and mental state, Taub turns to the patient's personal life for clues and uncovers disturbing home videos that could put the lives of his peers in danger. Meanwhile, Cuddy remains hopeful that House will be fully present when she needs ..."
"216",7,16,148,"Out of the Chute","Lane","Bartonellosis","A44","INFECTIOUS","LYMPH NODE","Sanford Bookstaver","Lawrence Kaplow & Thomas L. Moran",10410000,"14 Mar. 2011",8.9,2538,"Cuddy dumped House. He moves into a luxury hotel and goes on a Vicodin, booze and cute hooker binge. The team gets a trampled rodeo bull rider but needs House to save him. Masters has a crush on their patient."
"217",7,17,149,"Fall from Grace","Danny Jennings","Refsum disease","G601","NEUROLOGIC","NS","Tucker Gates","John C. Kelley",9490000,"21 Mar. 2011",8.4,2049,"A young homeless man who is a former drug addict is found in a park showing signs of olfactory impairment and horrific scars and burn marks on his chest. With an uncertain identity and the patient's severely worsening conditions, the team looks to the patient's personal records and family history in order to understand his detachment. Meanwhile, Cuddy confides in Wilson and expresses her guilt for ending her relationship with House, and just as the team warms up to the patient, they discover a disturbing secret about the man whose life they saved."
"218",7,18,150,"The Dig","Nina","Q fever","A78","INFECTIOUS","heart""","Matt Shakman","David Hoselton & Sara Hess",8930000,"11 Apr. 2011",8.9,2368,"The team treats a patient with a secret home life. Thirteen is released from prison. House enlists Thirteen to participate in a spud gun competition."
"219",7,18,150,"The Dig","Brian","Q fever","A78","INFECTIOUS","heart""","Matt Shakman","David Hoselton & Sara Hess",8930000,"11 Apr. 2011",8.9,2368,"The team treats a patient with a secret home life. Thirteen is released from prison. House enlists Thirteen to participate in a spud gun competition."
"220",7,18,150,"The Dig","Brian","Ehlers-Danlos syndrome","Q796","OBSGYN","BV","Matt Shakman","David Hoselton & Sara Hess",8930000,"11 Apr. 2011",8.9,2368,"The team treats a patient with a secret home life. Thirteen is released from prison. House enlists Thirteen to participate in a spud gun competition."
"221",7,18,150,"The Dig","Nina","Ehlers-Danlos syndrome","Q796","OBSGYN","BV","Matt Shakman","David Hoselton & Sara Hess",8930000,"11 Apr. 2011",8.9,2368,"The team treats a patient with a secret home life. Thirteen is released from prison. House enlists Thirteen to participate in a spud gun competition."
"222",7,19,151,"Last Temptation","Kendall Pearson","Lymphosarcoma","C850","NEOPLASTIC","LYMPH","Tim Southam","David Foster & Liz Friedman",8800000,"18 Apr. 2011",8.5,1912,"Masters faces a career crossroads on her last day as a medical student and struggles with the choice to continue on the path to become a surgeon or to accept the rare opportunity to join House's team officially. Meanwhile, the team treats a 16-year-old girl who inexplicably collapsed days before embarking on an ambitious sailing tour around the globe. Despite the patient's life-changing diagnosis, the patient's family insists on getting her back on the seas in time for her potentially record-breaking launch. But to the team's surprise, including House, Masters makes a..."
"223",7,20,152,"Changes","Cyrus Harry","Benign neoplasm: Transverse colon","D123","NEOPLASTIC","GI","David Straiton","Story by: Eli Attie & Seth HoffmanTeleplay by: Eli Attie",8570000,"2 May 2011",7.9,1701,"Arlene Cuddy returns and House and Cuddy's jobs are in danger when Arlene tries to sue the hospital."
"224",7,21,153,"The Fix","Dr. Wendy Lee","Poisoning: Other topical agents","T498","METABOLIC","liver","Greg Yaitanes","Story by: Thomas L. MoranTeleplay by: Thomas L. Moran & David Shore",7940000,"9 May 2011",7.8,1703,"When House and Wilson bet on a boxing match and disagree over the outcome, Wilson gives him exactly one day to pay up or prove him wrong."
"225",7,21,153,"The Fix","Terry Foley","Haemangioma and lymphangioma, any site","D18","NEOPLASTIC","BV, LYMPH NODE","Greg Yaitanes","Story by: Thomas L. MoranTeleplay by: Thomas L. Moran & David Shore",7940000,"9 May 2011",7.8,1703,"When House and Wilson bet on a boxing match and disagree over the outcome, Wilson gives him exactly one day to pay up or prove him wrong."
"226",7,22,154,"After Hours","Darrien","Amoebiasis","A06","INFECTIOUS","GI","Miguel Sapochnik","Seth Hoffman & Russel Friend & Garrett Lerner",8920000,"16 May 2011",9.2,2785,"Darrien steals a car after getting stabbed and hurries to her friend 13's home for help. Chase brings an ultrasound and helps. House performs surgery on his own leg at home after using experimental drugs."
"227",7,23,155,"Moving On","Afsoun Hamidi","Wegener granulomatosis","M313","AUTOIMMUNE","BV","Greg Yaitanes","Kath Lingenfelter & Peter Blake",9110000,"23 May 2011",8.5,2502,"A known performance artist collapses during a performance. She ends with House's team, which is what she wanted. House is more self-destructive and irresponsible than usual. Cuddy's sister finds a date for her."
"228",7,23,155,"Moving On","Afsoun Hamidi","Wegener granulomatosis","M313","CONNECTIVE","BV","Greg Yaitanes","Kath Lingenfelter & Peter Blake",9110000,"23 May 2011",8.5,2502,"A known performance artist collapses during a performance. She ends with House's team, which is what she wanted. House is more self-destructive and irresponsible than usual. Cuddy's sister finds a date for her."
"229",8,1,156,"Twenty Vicodin","Nick","Mastocytosis","Q822","OBSGYN","SKIN","Greg Yaitanes","Peter Blake",9780000,"3 Oct. 2011",8.8,2865,"House gets parole at his hearing, but he still has to survive 5 more days in a prison filled with violent criminals. One of them wants 20 Vicodin ""or else"". He helps the prison doctor diagnose a patient."
"230",8,2,157,"Transplant","Two lungs in a box","Pulmonary eosinophilia, not elsewhere classified","J82","RESP","LUNGS","Dan Attias","Liz Friedman & David Foster",6850000,"10 Oct. 2011",8.2,2034,"A surprising visitor makes House an offer he can't refuse by giving him the opportunity to help the Princeton Plainsboro team treat a unique patient in order to save the life of an organ recipient being administered by Wilson. Although House finds himself back on familiar ground, he quickly realizes that much has changed since he left, and he is forced to work on the case with smart yet timid resident Dr. Chi Park. After several inconclusive treatments and with time running out, House and Dr. Park are left with one last option to examine the patient's medical history ..."
"231",8,3,158,"Charity Case","Benjamin Byrd","Thyrotoxicosis with toxic multinodular goitre","E052","METABOLIC","THYROID GLAND","Greg Yaitanes","Sara Hess",8340000,"17 Oct. 2011",8.2,1968,"When Benjamin suddenly collapses after making a rare and generous donation, House and Dr. Chi Park are convinced that his extreme altruistic behavior may indicate a deeper medical disorder. With no definitive explanation for Benjamin's loss of consciousness and unresponsiveness to treatment, House pushes just the right buttons to recruit former prison doctor Jessica Adams to volunteer her time and expertise to the case. Benjamin then makes a bold but life-threatening offer that could save another life, and the team must diagnose his disorder before he puts his own ..."
"232",8,4,159,"Risky Business","Thad Barton","Seropositive rheumatoid arthritis","M05","AUTOIMMUNE","BONES","Sanford Bookstaver","Seth Hoffman",6650000,"31 Oct. 2011",7.9,1814,"A businessman, about to move 1000s of jobs to China, needs to see a doctor. House needs a donation. Park bets with House on not getting fired. House tries to raise funds for insider trading in his patient's company."
"233",8,4,159,"Risky Business","Thad Barton","Seropositive rheumatoid arthritis","M05","CONNECTIVE","BONES","Sanford Bookstaver","Seth Hoffman",6650000,"31 Oct. 2011",7.9,1814,"A businessman, about to move 1000s of jobs to China, needs to see a doctor. House needs a donation. Park bets with House on not getting fired. House tries to raise funds for insider trading in his patient's company."
"234",8,4,159,"Risky Business","Thad Barton","Other specified hereditary haemolytic anaemias","D588","VASCULAR","BLOOD","Sanford Bookstaver","Seth Hoffman",6650000,"31 Oct. 2011",7.9,1814,"A businessman, about to move 1000s of jobs to China, needs to see a doctor. House needs a donation. Park bets with House on not getting fired. House tries to raise funds for insider trading in his patient's company."
"235",8,5,160,"The Confession","Bob Harris","Mucocutaneous lymph node syndrome [Kawasaki]","M303","CONNECTIVE","LYMPH NODE","Kate Woods","John C. Kelley",7550000,"7 Nov. 2011",8.4,1889,"There's money now to hire Chase, Taub and Adams. A ""model citizen"" gets a seizure while cheating on his wife in a motel. He's House's new team's first patient. Is Taub dad to any of ""his"" two babies?"
"236",8,6,161,"Parents","Ben Parker","Syphilis, unspecified","A539","INFECTIOUS","UG, NS","Greg Yaitanes","Eli Attie",6630000,"14 Nov. 2011",8,1705,"A teenage boy attempting to follow in his late father's footsteps as an entertainer is admitted to Princeton Plainsboro with partial paralysis. As the team searches for a bone marrow match, they uncover a disturbing family secret. Meanwhile, House looks for creative ways to remove his ankle monitor so that he can attend a boxing match in Atlantic City, and he treats a patient who is convinced he is suffering from diabetes. Also, Taub faces a tough decision when his ex-wife Rachel tells him that she wants to move across the country with their infant daughter."
"237",8,6,161,"Parents","Ben Parker","Poisoning by systemic antibiotics","T36","METABOLIC","liver","Greg Yaitanes","Eli Attie",6630000,"14 Nov. 2011",8,1705,"A teenage boy attempting to follow in his late father's footsteps as an entertainer is admitted to Princeton Plainsboro with partial paralysis. As the team searches for a bone marrow match, they uncover a disturbing family secret. Meanwhile, House looks for creative ways to remove his ankle monitor so that he can attend a boxing match in Atlantic City, and he treats a patient who is convinced he is suffering from diabetes. Also, Taub faces a tough decision when his ex-wife Rachel tells him that she wants to move across the country with their infant daughter."
